artist,song,lyrics
Coldplay,Magic,"64 ContributorsTranslationsPortuguêsDeutschMagic LyricsThe lead single of Coldplay’s sixth studio album Ghost Stories, “Magic,” introduces us to the narrator’s former relationship with a woman he loved in a magical way. Through clever references to the art of… Read More [Verse 1]
Call it magic, call it true
I call it magic when I'm with you
And I just got broken, broken into two
Still I call it magic when I'm next to you

[Chorus]
And I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you

[Post-Chorus]
Ooh-ooh-ooh, ooh, ooh

[Verse 2]
Call it magic, cut me into two
And with all your magic, I disappear from view
And I can't get over, can't get over you
Still I call it magic, such a precious jewel

[Chorus]
And I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you


[Bridge]
Wanna fall, fall so far
I wanna fall, fall so hard
And I call it magic
And I call it true
I call it ma-, ma-ma-magic
Ooh-ooh-ooh, ooh, ooh
Ooh-ooh-ooh, ooh, ooh
Ooh-ooh-ooh, ooh, ooh
Ooh-ooh-ooh, ooh, ooh

[Verse 3]
And if you were to ask me
After all that we've been through
""Still believe in magic?""
Oh, yes, I do

[Outro]
Oh, yes, I do
Yes, I do
Oh, yes, I do
Of course, I do"
Coldplay,Orphans,"67 ContributorsOrphans LyricsThe co-lead single from Everyday Life and lead single from ‘Sunset’, the second part of the double album, “Orphans”, tackles the Syrian Civil War. It showcases the story of a girl (Rosaleem) and her Baba… Read More [Intro: Chris Martin & Choir, Moses Martin]
I want to know when I can go
Back and get drunk with my friends
Boom boom kah, buba de kah
Boom boom kah, buba de kah
Boom boom kah, buba de kah

[Verse 1: Chris Martin]
Rosaleem of the Damascene
Yes, she had eyes like the moon
Would have been on the silver screen
But for the missile monsoon

[Refrain: Chris Martin & Choir]
She went (Woo-woo, woo-woo, ooh-ooh-ooh)
Indigo up in heaven today
(Woo-woo, woo-woo, ooh-ooh-ooh)
Bombs going boom-ba-ba-boom
She say

[Chorus: Chris Martin & Choir]
I want to know when I can go
Back and get drunk with my friends
I want to know when I can go
Back and be young again


[Verse 2: Chris Martin]
Baba would go where the flowers grow
Almond and peach trees in bloom
And he would know just when and what to sow
So golden and opportune

[Refrain: Chris Martin & Choir]
But he went (Woo-woo, woo-woo, ooh-ooh-ooh)
Tulips the colour of honey today
(It's true, true, woo-woo, ooh-ooh-ooh)
Bombs going boom-ba-ba-boom
He say

[Chorus: Chris Martin & Choir]
Oh, I want to know when I can go
Back and get drunk with my friends
I want to know when I can go
Back and be young again (Yeah)

[Bridge: Chris Martin]
Woo-woo, woo-woo, ooh-ooh-ooh
Woo-woo, woo-woo, ooh-ooh-ooh
Cherubim, Seraphim soon
Come sailing us home by the light of the moon

[Chorus: Chris Martin & Choir]
Oh, I want to know when I can go
Back and get drunk with my friends
I want to know when I can go
Back and feel home again


[Refrain: Chris Martin & Choir]
Woo-woo, woo-woo, ooh-ooh-ooh
I guess we'll be raised on our own then
Woo-woo, woo-woo, ooh-ooh-ooh
'Cause I want to be with you 'til the world ends
I want to be with you 'til the whole world ends

[Outro: Moses Martin]
Boom boom kah, buba de kah
Boom boom kah, buba de kah
Boom boom kah, buba de kah
Boom"
Coldplay,My Universe,"59 ContributorsTranslationsItalianoEspañolPortuguêsDeutschFrançaisفارسیEnglishRomanizationMy Universe Lyrics“My Universe,” an uplifting pop-rock song about a difficult love, works as the second promotional single from Coldplay’s Music of the Spheres.

The track, written by Coldplay alongside BTS' rappers… Read More [콜드플레이, 방탄소년단 ""My Universe"" 가사]

[Intro: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe, and I

[Verse 1: Chris Martin]
In the night, I lie and look up at you
When the morning comes, I watch you rise
There's a paradise they couldn't capture
That bright infinity inside your eyes

[Pre-Chorus: Jung Kook, All, Jung Kook & Chris Martin]
매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never-ending forever, baby

[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe
And you make my world light up inside

[Verse 2: V, RM, RM & Chris Martin, RM & Jimin]
어둠이 내겐 더 편했었지
길어진 그림자 속에서 (Eyes)
And they said that we can't be togethеr
Because, becausе we come from different sides


[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe
And you make my world light up inside

[Post-Chorus: All, Jin]
My universe (Do-do, do-do)
My universe (Do-do, do-do)
My universe (Do-do, do-do)
(You make my world)
You make my world light up inside
Make my world light up inside

[Bridge: j-hope, SUGA]
나를 밝혀주는 건
너란 사랑으로 수 놓아진 별
내 우주의 넌
또 다른 세상을 만들어 주는 걸
너는 내 별이자 나의 우주니까
지금 이 시련도 결국엔 잠시니까
너는 언제까지나 지금처럼 밝게만 빛나줘
우리는 너를 따라 이 긴 밤을 수놓을 거야

[Pre-Chorus: Jung Kook, Jung Kook & Jimin, Chris Martin & Jung Kook]
너와 함께 날아가
When I'm without you, I'm crazy
자 어서 내 손을 잡아
We are made of each other, baby


[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first (To put you first)
And you (You), you are (You are) my universe
And you make my world light up inside

[Post-Chorus: All]
My universe (Do-do, do-do)
You, you are (You are)
My universe (Do-do, do-do)
I just want (Just want)
My universe
You, you are (You are) my universe, and I
My universe

[Outro: All]
(Ayy, ayy, ayy, ayy, ayy)"
Coldplay,Daddy,"59 ContributorsTranslationsEspañolDeutschBahasa IndonesiaDaddy Lyrics“Daddy” is a slow, piano-driven track about a neglectful relationship between a son and his father. It shows how the father moved away from his son (interpreted by Chris Martin) and how the son longs to see… Read More [Verse 1]
Daddy, are you out there?
Daddy, won't you come and play?
Daddy, do you not care?
Is there nothing that you wanna say?

[Pre-Chorus]
I know
You're hurting too
But I need you, I do
Daddy, if you're out there
Daddy, all I want to say

[Chorus]
You're so far away
Oh, you're so far away
That's okay, it's okay
I'm okay

[Verse 2]
Daddy, are you out there?
Daddy, why'd you run away?
Daddy, are you okay?
Look, Dad, we got the same hair
And Daddy, it's my birthday
And all I wanna say


[Chorus]
Is you're so far away
Oh, and you're so far away
That's okay, it's okay
It's okay

[Bridge]
Ooh, ooh, ooh, ooh
(Ooh, ooh, ooh, ooh) You're so far away

[Outro]
Won't you come and won't you stay?
Please stay, oh, please stay
Won't you come and won't you stay?
One day, just one day"
Coldplay,feelslikeimfallinginlove,"45 ContributorsTranslationsEspañolDeutschFrançaisTiếng ViệtPolskiItalianoУкраїнськаsrpskifeelslikeimfallinginlove Lyrics“feelslikeimfallinginlove” is about a relationship where one lover will not abandon his partner, despite being afraid that it will not last, and that their eventual breakup will leave both him and his lover… Read More [Verse 1]
I know that this could hurt me bad
I know that this could feel like that
But I just can't stop
Let my defences drop
I know that I was born to kill
Any angel on my windowsill
But it's so dark inside
I throw the windows wide

[Pre-Chorus]
I know, la-la-la-la-la-la-la-la-la
I know, la-la-la-la-la-la-la-la
Still I don't let go
And fields of flowers grow

[Chorus]
Oh, it feels like
I'm fallin' in love
Maybe for the first time
Baby, it's my mind you blow
It feels like
I'm fallin' in love
You're throwin' me a lifeline
This is for a lifetime, I know


[Verse 2]
I know that in this kind of scene
Of two people there's a spark between
One gets torn apart
One gets a broken heart

[Pre-Chorus]
I know, la-la-la-la-la-la-la-la-la
I know, la-la-la-la-la-la-la-la
Still I don't let go
And fields of flowers grow

[Chorus]
Oh, it feels like
I'm fallin' in love
Maybe for the first time
Baby, it's my mind you blow
It feels like
I'm fallin' in love
You're throwin' me a lifeline
This is for a lifetime, I know

[Bridge]
Ooh
Ooh (Feels like)
Woah


[Chorus]
It feels like
I'm fallin' in love
You're throwin' me a lifeline
Oh, now for the first time
I know I'm not alone

[Post-Chorus]
Ah-la-la, la-la, lo-lee-lo
Ah-la-la, la-la, lo-lee-lo
Ah-la-la, la-la, lo-lee-lo, oh
Ah-la-la, la-la, lo-lee-lo
Ah-la-la, la-la, lo-lee-lo
Ah-la-la, la-la, lo-lee-lo, oh"
Coldplay,Higher Power,"68 ContributorsTranslationsEspañolPortuguêsItalianoDeutschFrançaisفارسیHigher Power Lyrics“Higher Power” is a song that arrived on a little keyboard and a bathroom sink at the start of 2020 and was mentioned briefly during the TogetherAtHome livestreamed concerts. According to Chris Martin, “the… Read More [Intro: Apple Martin, Chris Martin]
Three, two, one
Bah, bah-ooh, bah, bah
Bah, bah, bah-ooh

[Verse 1]
Sometimes, I just can't take it
Sometimes, I just can't take it and it isn't alright
I'm not gonna make it
And I think my shoe's untied (Oh-oh)
I'm like a broken record
I'm like a broken record and I'm not playing right
Drocer nekorb a ekil m'I
Till you tell me on the heavenly phone

[Pre-Chorus]
To hold tight (Hold tight)
Come on (Come on)
Come on (Come on)
Oh-oh-oh-oh-oh, oh-oh
Come on (Come on)
Come on (Come on, yeah)
Don't let go, oh-oh
Hold tight (Hold tight)
Hold tight (Hold tight)
Oh-oh-oh-oh-oh, oh-oh
""It's alright, it's alright,"" you said
I got my hands up shaking just to let you know


[Chorus]
That you've got a higher power
Got me singin' every sеcond, dancin' every hour
Oh, yeah, you'vе got a higher power
And you're really someone I wanna know (Oh-oh)

[Verse 2]
This boy is electric (Hmm)
This boy is electric and you're sparklin' light
The universe connected
And I'm buzzin' night after night after night (Oh-oh)
This joy is electric (Hmm)
This joy is electric and you're circuiting through
I'm so happy that I'm alive
Happy I'm alive at the same time as you

[Chorus]
'Cause you've got a higher power
Got me singin' every second, dancin' every hour
Oh, yeah, you've got a higher power
And you're really someone I wanna know (I wanna know, oh-oh)

[Bridge]
You got, yeah, you got a high
You got, yeah, you got a higher
You got, yeah, you got a high
You got, oh-oh-oh-oh-oh, oh-oh
You got, oh, you got a high
You got, yeah, you got a higher
You've got, oh, you've got a high
My hands up shaking just to let you know now


[Chorus]
You've got a higher power
You got me singin' every second, dancin' any hour
Oh, yeah, you've got a higher power
You're once in any lifetime, I'm goin' a million miles an hour

[Outro]
When, for so long, I'd been down on my knees
Then your love song saved me over and over
For so long, I'd been down on my knees
Till your love song floats me on, ee-oh-oh-oh-oh (Oh-oh)"
Coldplay,Trouble,"45 ContributorsTranslationsTürkçePortuguêsРусский (Russian)فارسیTrouble Lyrics“Trouble” (originally titled “Spiderwebs”) is the sixth track and third single of Parachutes. This song actually has two music videos: the first video was done in the UK, but Martin ended up hating it and the… Read More [Verse 1]
Oh no, I see
A spiderweb is tangled up with me
And I lost my head
And thought of all the stupid things I'd said

[Verse 2]
Oh no, what's this?
A spiderweb, and I'm caught in the middle
So I turned to run
And thought of all the stupid things I'd done

[Chorus]
And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm

[Verse 3]
Oh no, I see
A spiderweb, and it's me in the middle
So I twist and turn
But here am I in my little bubble

[Chorus]
Singin' that I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm


[Outro]
They spun a web for me
And they spun a web for me
And they spun a web for me"
Coldplay,In My Place,"49 ContributorsTranslationsРусский (Russian)فارسیIn My Place LyricsThe second track and first single of A Rush of Blood to the Head, “In My Place” won the award for Best Rock Performance by a Duo or Group with Vocal at the 45th Annual Grammy Awards.

Thematically, it speaks… Read More [Verse 1]
In my place, in my place
Were lines that I couldn't change
I was lost, oh yeah
And I was lost, I was lost
Crossed lines I shouldn't have crossed
I was lost, oh yeah

[Chorus]
Yeah, how long must you wait for it?
Yeah, how long must you pay for it?
Yeah, how long must you wait for it?
Oh, for it?

[Verse 2]
I was scared, I was scared
Tired and underprepared
But I'll wait for it
And if you go, if you go
And leave me down here on my own
Then I'll wait for you, yeah

[Chorus]
Yeah, how long must you wait for it?
Yeah, how long must you pay for it?
Yeah, how long must you wait for it?
Oh, for it? Yeah


[Bridge]
Sing it please, please, please
Come back, come sing to me, to me, me
Come on and sing it out, now, now
Come on and sing it out to me, me
Come back and sing

[Outro]
In my place, in my place
Were lines that I couldn't change
And I was lost, oh yeah
Oh, yeah"
Coldplay,Everyday Life,"44 ContributorsEveryday Life LyricsThe closing track off Everyday Life showcases a slow piano ballad that describes and summarizes the band’s general album message: love, equality, pain, struggles, legacy, humanity, hope, everyday life.
It… Read More [Verse 1]
What in the world are we going to do?
Look at what everybody's going through
What kind of world do you want it to be?
Am I the future or the history?

[Chorus]
'Cause everyone hurts, everyone cries
Everyone tells each other all kinds of lies
Everyone falls, everybody dreams and doubts
Got to keep dancing when the lights go out

[Verse 2]
How in the world am I going to see
You as my brother, not my enemy?

[Chorus]
'Cause everyone hurts, everyone cries
Everyone sees the colour in each other's eyes
Everyone loves, everybody gets their hearts ripped out
Got to keep dancing when the lights go out
Gonna keep dancing when the lights go out
Hold tight for everyday life
Hold tight for everyday life

[Outro]
At first light, throw my arms out, open wide
Hallelujah, hallelujah
Hallelu-halle-hallelujah
Hallelujah, hallelujah
Hallelu-halle-hallelujah
Yes"
Coldplay,Up&Up,"80 ContributorsTranslationsفارسیUp&Up LyricsIn the dramatic and uplifting grand finale of Coldplay’s enigmatic A Head Full of Dreams, the band presents us with a power ballad that encourages belief and optimism in both life and love, through emphasis… Read More [Verse 1: Chris Martin]
Fixin' up a car, drivin' it again
Searchin' for the water, hopin' for the rain
Up and up, up and up
Down upon the canvas, workin' meal to meal
Waitin' for a chance to pick your orange field
Up and up, up and up
See a pearl form, a diamond in the rough
See a bird soaring high above the flood
It's in your blood, It's in your blood
Underneath the storm an umbrella is saying
Sitting with the poison takes away the pain
Up and up, up and up
(Oh, oh) It's saying

[Chorus: Chris Martin]
We're gonna get it, get it together right now
(Oh, oh) Gonna get it, get it together somehow
Gonna get it, get it together and flower
Woah, oh-oh, oh-oh-oh
We're gonna get it, get it together I know
(Oh, oh) Gonna get it, get it together and flow
Gonna get it, get it together and go
Up, and up, and up

[Verse 2: Chris Martin]
Lying in the gutter, aiming for the moon
Trying to empty out the ocean with a spoon
Up and up, up and up
How come people suffer? How come people part?
How come people struggle? How come people break your heart
Break your heart?
Oh, yes, I wanna grow, yes, I want to feel
Yes, I wanna know, show me how to heal it up
Heal it up
Oh, see the forest there in every seed
Angels in the marble waiting to be freed
Just need love, just need love
(Oh, oh) When the going is rough, saying


[Chorus: Chris Martin]
We're gonna get it, get it together right now
(Oh, oh) Gonna get it, get it together somehow
Gonna get it, get it together and flower
Woah, oh-oh, oh-oh-oh
We're gonna get it, get it together I know
(Oh, oh) Gonna get it, get it together and flow
Gonna get it, get it together and go (Oh, oh)

[Bridge: Chris Martin]
And you can say what is, or fight for it
Close your mind or take a risk
You can say it's mine and clench your fist
Or see each sunrise as a gift

[Guitar Solo 1: Jonny Buckland]

[Chorus: Chris Martin]
We're gonna get it, get it together right now
(Oh, oh) Gonna get it, get it together somehow
Gonna get it, get it together and flower
Woah, oh-oh, oh-oh-oh
We're gonna get it, get it together I know
(Oh, oh) Gonna get it, get it together and flow
Gonna get it, get it together and go (Oh, yeah)
Up, and up, and up
We're gonna get it, get it together right now
(Oh, oh) Gonna get it, get it together somehow
Gonna get it, get it together and flower (Wooh!)
Woah, oh-oh, oh-oh-oh
We're gonna get it, get it together I know
(Oh, oh) Gonna get it, get it together and flow (Ooh)
Gonna get it, get it together and go (Oh, yeah)
Up, and up, and up


[Guitar Solo 2: Noel Gallagher]

[Interlude: Chris Martin]
Everyone, now, ey, ey
Oh-oh-oh
(Oh, oh) Oh-oh-oh, oh (Oh-oh-oh)
(Oh, oh) Oh-oh-oh (Oh-oh-oh)
(Oh, oh) Oh-oh-oh, oh (Oh-oh-oh)
(Oh, oh)

[Outro: Chris Martin]
Fixin' up a car to drive in it again
When you're in pain, when you think you've had enough
Don't ever give up
Don't ever give up

[Coda: Annabelle Wallis]
Believe in love..."
Coldplay,Miracles (Someone Special),"73 ContributorsTranslationsفارسیMiracles (Someone Special) LyricsThis collaboration between Coldplay and Big Sean was hinted at by the latter in April 2017.

The lyric video was posted on the same day of the EP’s release.

The song is mainly themed around achieving your… Read More [Verse 1: Chris Martin]
My father said, ""Never give up, son""
Just look how good Cassius become
Muhammad, Mahatma, and Nelson
Not scared to be strong

[Spoken]
“What if they say I’m no good?
What if they say, ""Get out of here, kid
You got no future?”

[Pre-Chorus: Chris Martin]
Now you could run and just say they’re right
No, I’ll never be no one in my whole life
Or you could turn and say, ""No, wait, they're wrong""
And get to keep on dancin' all life long

[Verse 2: Chris Martin]
My father said, ""Never give up, son""
Just look what Amelia and Joan done
Oh Rosa, Teresa their war won
Not scared to be strong

[Pre-Chorus: Chris Martin]
Now you could run and just say they’re right
No, I’ll never be no one in my whole life
Or you could turn and say, ""No wait, they’re wrong""
And get to keep on dancin' all life long


[Chorus: Chris Martin]
Yeah, you could be someone special
You've got bright in your brains, and lightnin' in your veins
You'll go higher than they've ever gone
In you I see someone special
You've got fire in your eyes and when you realize
You'll go further than we've ever gone
Just turn it on

[Verse 3: Big Sean]
Look, I paid my intuition I couldn't afford tuition
My funds was insufficient, it felt like I'm in prison
Until I realized I had to set my mind free
I was trustin' statistics more than I trust me
Get a degree, good job, 401k
But I’m tryin' to turn K’s to M’s, what does it take?
And maybe I could be the new Ali of music prolly
Instead of doing it
Just as a hobby like these boys told me to
I guess you either watch the show, or you show and prove
Prove it to them or you prove it to yourself
But honestly it's better if you do it for yourself
Never complacent 'til we hit the oasis
One life don't waste it feel my heart races
Success I taste it, ah, we on the verge
Of getting every single thing that we deserve


[Chorus: Chris Martin]
Yeah, you could be someone special
You've got fire in your eyes
I see heaven inside
You'll go further than we've ever gone
In you I see someone special
You've got bright in your brains
You can break through those chains
You'll go higher than we've ever gone
Just turn it on

[Outro: Chris Martin]
In you I see someone special
Don't go to war with yourself
Just turn, just turn, just turn it on
And you can't go wrong"
Coldplay,Warning Sign,"34 ContributorsTranslationsفارسیWarning Sign LyricsThe eighth track of A Rush of Blood to the Head describes an epiphany after a breakup that maybe she is “The One” after all.[Verse 1]
A warnin' sign
I missed the good part, then I realised
I started lookin' and the bubble burst
I started lookin' for excuses

[Pre-Chorus]
Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started lookin' for a warnin' sign

[Chorus]
When the truth is
I miss you
Yeah, the truth is
That I miss you so

[Verse 2]
A warning sign
You came back to haunt me and I realised
That you were an island and I passed you by
When you were an island to discover

[Pre-Chorus]
Come on in
I've gotta tell you what a state I'm in
I've gotta tell you in my loudest tones
That I started lookin' for a warnin' sign


[Chorus]
When the truth is
I miss you
Yeah, the truth is
That I miss you so

[Post-Chorus]
And I'm tired
I should not have let you go

[Outro]
(No)
So I crawl back into your open arms
Yes, I crawl back into your open arms
And I crawl back into your open arms
Yes, I crawl back into your open arms"
Coldplay,Violet Hill,"60 ContributorsTranslationsEspañolहिन्दी (Hindi)Violet Hill Lyrics“Violet Hill” is off of Coldplay’s album Viva la Vida or Death and All His Friends. It was their first attempt at a protest/political song.

The first line “It was a long and dark December” was actually the… Read More [Verse 1]
It was a long and dark December
From the rooftops, I remember
There was snow, white snow
Clearly I remember
From the windows, they were watchin'
While we froze down below
When the future's architectured
By a carnival of idiots on show
You'd better lie low

[Chorus]
If you love me
Won't you let me know?

[Verse 2]
Was a long and dark December
When the banks became cathedrals
And the fox became God
Priests clutched onto Bibles
Hollowed out to fit their rifles
And a cross was held aloft
Bury me in armour
When I'm dead and hit the ground
My nerves are poles that unfroze


[Chorus]
And if you love me
Won't you let me know?

[Interlude]
Woah, woah

[Bridge]
I don't wanna be a soldier
Who the captain of some sinking ship
Would stow far below

[Chorus]
So if you love me
Why'd you let me go?

[Outro]
I took my love down to Violet Hill
There we sat in snow
All that time she was silent still
So if you love me
Won't you let me know?
If you love me
Won't you let me know?"
Coldplay,Let Somebody Go,"55 ContributorsTranslationsفارسیPortuguêsFrançaisEspañolItalianoLet Somebody Go Lyrics“Let Somebody Go” serves as the fifth album track on Coldplay’s ninth studio album, Music of the Spheres, featuring Selena Gomez. The song sees Chris Martin and Selena sing about the sorrow and pain that… Read More [Intro: Chris Martin]
(Let somebody, let somebody go)

[Verse 1: Chris Martin]
We had a kind of love I thought that it would never end
Oh, my lover, oh, my other, oh, my friend
We talked around in circles and we talked around and then
I loved you to the moon and back again

[Pre-Chorus: Chris Martin]
You gave everything, this golden glow
Now, turn off all the stars 'cause this, I know

[Chorus: Chris Martin]
That it hurts like so
To let somebody go

[Verse 2: Selena Gomez]
All the storms we weathered, everything that we went through
Now, without you, what on earth am I to do?
When I called the mathematicians and I asked them to explain
They said, ""Love is only equal to the pain""

[Pre-Chorus: Chris Martin & Selena Gomez]
And when everything was going wrong
You could turn my sorrow into song


[Chorus: Chris Martin & Selena Gomez]
Oh, it hurts like so
To let somebody go
To let somebody go

[Post-Chorus: Chris Martin, Selena Gomez]
Oh-oh-oh (Oh)
Oh-oh-oh (Let somebody, let somebody go, yeah)

[Bridge: Chris Martin & Selena Gomez]
Oh-oh-oh, (Oh) when you love somebody (Oh)
When you love somebody (Oh)
Got to let somebody know (Oh)
Oh-oh-oh, (Oh) when you love somebody (Oh)
When you love somebody (Oh)
Got to let somebody know (Oh)
So when you love somebody (Oh)
When you love somebody (Oh)

[Chorus: Chris Martin, Chris Martin & Selena Gomez]
Then it hurts like so
To let somebody go
It hurts like so
To let somebody go

[Outro: Chris Martin]
But you're still with me now I know
(Let somebody, let somebody go)
Oh-oh, oh (Let somebody, let somebody go)
But you're still with me now, I know"
Coldplay,Shiver,"57 ContributorsTranslationsPortuguêsРусский (Russian)فارسیShiver LyricsThe lead single off Parachutes, “Shiver” (alongside fan favorite “Yellow”) helped establish Coldplay in the new millennium alt-rock scene. The song was recorded in one take.

Chris Martin derisively describes… Read More [Verse 1]
So I look in your direction
But you pay me no attention, do you?
I know you don't listen to me
'Cause you say you see straight through me, don't you?

[Pre-Chorus]
But on and on, from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waitin' in line
Just to see if you care
Oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
And I wanted to say

[Chorus]
Don't you shiver
Shiver
Sing it loud and clear
I'll always be waitin' for you

[Verse 2]
So you know how much I need ya
But you never even see me, do you?
And is this my final chance
Of gettin' you?


[Pre-Chorus]
But on and on, from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waitin' in line
Just to see if you care, if you care
Oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
And I wanted to say

[Chorus]
Don't you shiver
Don't you shiver
Sing it loud and clear
I'll always be waitin' for you

[Bridge]
Yeah, I'll always be waitin' for you
Yeah, I'll always be waiting for you
Yeah, I'll always be waiting for you, for you
I will always be waiting
And it's you I see, but you don't see me
And it's you I hear so loud and so clear
I sing it loud and clear
And I'll always be waiting for you


[Outro]
So I look in your direction
But you pay me no attention
And you know how much I need you
But you never even see me"
Coldplay,Arabesque,"63 ContributorsArabesque LyricsThe co-lead single “Arabesque” (which is the lead single for the Sunrise part of the album) is Coldplay’s way of trying to sew peace in the wake of the western fear of Islam with the war on terrorism going… Read More [Verse 1: Chris Martin]
I could be you, you could be me
Two raindrops in the same sea
You could be me, I could be you
Two angles of the same view
And we share the same blood

[Interlude]

[Verse 2: Stromae, Will Champion & Chris Martin]
Comme deux gouttes d’eau
On se ressemble
Comme provenant de la même mère
Comme deux ruisseaux (You could be me)
Qui se rassemblent (I could be you)
Pour faire les grandes rivières
And we share the same blood
Yeah, we share the same blood

[Saxophone Solo]

[Verse 3: Chris Martin]
And we share the same blood
Yeah, we share the same blood

[Sample: Femi Kuti]
Music is the weapon, music is the weapon of the future
Music is the weapon, music is the weapon of the future
Music is the weapon, music is the weapon of the future


[Outro: Chris Martin]
Same fucking blood
Same fucking blood"
Coldplay,WE PRAY (Single Version),"38 ContributorsTranslationsEspañolDeutschsrpskiWE PRAY (Single Version) Lyrics“We Pray” debuted live at Glastonbury Festival on June 29, 2024. During the performance, Coldplay brought out UK rapper Little Simz to deliver her impactful verse and Palestinian-Chilean singer Elyanna to… Read More [Intro: Little Simz, Elyanna, Chris Martin & Burna Boy]
Woah
Oh
And so we pray
Ooh

[Verse 1: Chris Martin]
I pray that I don't give up, pray that I do my best
Pray that I can lift up, pray my brother is blessed
Praying for enough, pray Virgilio wins
Pray I judge nobody and forgive me my sins
I pray we make it, pray my friend will pull through
Pray as I take it unto others, I do
Praying on your love, we pray with every breath
Though I'm in the valley of the shadow of death

[Chorus: Chris Martin, Chris Martin & Little Simz, Burna Boy]
And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray
We'll be singing ""Baraye""
Pray that we make it to the end of the day
And so we pray
I know somewhere that Heaven is waitin'
And so we pray
I know somewhere there's something amazin'
And so we pray
I know somewhere we'll feel no pain
Until we make it to the end of the day


[Verse 2: Little Simz, Chris Martin & Little Simz, Burna Boy]
I pray that love will shelter us from our fears
Oh, I pray you trust to let me wipe off your tears
Confront all the pain that we felt inside
With all the cards we been dealt in life
Pray I speak my truth and keep my sisters alive
So for the ones who parted seas (Ah, yeah)
For the ones who's followin' dreams (Ah, yeah)
For the ones who knocked down doors (Ah, yeah)
And allowed us to pass down keys (Ah, yeah)
Pray that we speak with a tongue that is honest
And that we understand how to be modest
Pray when she looks at herself in the mirror
She sees a queen, she sees a goddess

[Chorus: Chris Martin, Chris Martin & Little Simz, Burna Boy]
And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray
We'll be singin' ""Baraye""
Pray that we make it to the end of the day
And so we pray
I know somewhere that Heaven is waitin'
And so we pray
I know somewhere there's something amazin'
And so we pray
I know somewhere we'll feel no pain
Until we make it to the end of the day


[Bridge: Burna Boy]
On my knees, I pray, as I sleep and wake
'Cause inside my head is a frightening place
Keep a smiling face, only by His grace
'Cause love's more than I can take, hey

[Chorus: Chris Martin & Little Simz, Chris Martin, Burna Boy, Chris Martin, Elyanna & TINI]
And so we pray
For someone to come and show me the way
And so we pray
For some shelter and some records to play
And so we pray
We'll be singin' ""Baraye""
Till nobody's in need and everybody can say (Oh)

[Post-Chorus: Choir, Little Simz, Burna Boy, Burna Boy & Choir]
La-la-la, la-la, la-la (La-la)
La-la-la, la-la, la-la (La-la-la, la)
La-la-la, la-la, la-la (Sing it to me)
La-la-la, la-la, we pray, we pray
La-la-la, la-la, la-la (I know somewhere that Heaven is waitin', is waitin')
La-la-la, la-la, la-la (I know somewhere there's something amazin', something amazin')
La-la-la, la-la, la-la (Until we feel no pain)
La-la-la, la-la, we pray, we pray

[Outro: Chris Martin & Choir]
La-la-la, la-la, la-la
La-la-la, la-la, la-la
La-la-la, la-la, la-la
La-la-la, la-la, we pray, we pray, we pray"
